directed_at_screen_name,directed_at_congress,directed_at_gender,directed_at_interbloque,id_str,datetime,text,Slurs,Target,Main category,Threat,Sexually Explicit,Misoginy,Comment,Review
FerIglesias,D,M,Juntos por el Cambio,id_1212840319294853121,1/2/20 20:57,"Me parece que si le haces un retweet a una publicacion de ella y a eso le pones Corea del Centro de título para calificar una condición de su profesión, pasa a ser escrache o mala leche!",,,Criticism,,,,,
luispetri,D,M,Juntos por el Cambio,id_1208108565669527554,12/20/19 19:35,Es puro Relato Lastimero Cuantos Ministerio y secretarias están inventando De Ahí se tendría que ahorrar dinero Solo ven el poder para su beneficio dde hay mercenarios que se venden para ocupar cargos Tb para su beneficio Estamos financiado otra vez algo que no queramos +,,,Hostility,No,No,No,,
MoreauLeopoldo,D,M,Frente de Todos,id_1211744679735238658,12/30/19 20:23,Como me reí lpm!. Ja ja ja jajajajaja ja,lpm,,None,,,,,
LicDanielArroyo,D,M,Frente de Todos,id_1227771842775130112,2/13/20 1:49,A concentrarse en revertirlo  y dedicarse a no perder energías - armar grupo de trabajo independiente que reúna pruebas inconfundibles para denunciar a los responsables de tanta pobreza y hambre - esperamos ver rodar cabezas para dar final a tanto horror!,,Other plural,Hostility,Yes,No,No,,
joseluisgioja,D,M,Frente de Todos,id_1219352290101989382,1/20/20 20:13,Y lamentablemente permite que lo dirijan falsos peronistas cono los  k ..menem ..fernandez..etc cagadores de jubilados,cagadores,,Hostility,No,No,No,,
,,,,id_1210536993031147520,12/27/19 12:24,Le mirabas la grasa del pelo?,,,None,,,,,
alejandrocacace,D,M,Juntos por el Cambio,id_1224402424137486339,2/3/20 18:41,Acompañamos al diputado  en este proyecto que busca terminar con los privilegios jubilatorios.  La misma ley para todos.,,,None,,,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1207133756684931072,12/18/19 3:01,"garralapala no seas pajero, estás cobrando por no trabajar","garralapala, pajero",,Hostility,No,No,No,,
,,,,id_1222590420040978440,1/29/20 18:40,"FUERZA, KUMPAS!",,,None,,,,,
RCSalvarezza,D,M,Frente de Todos,id_1216667020332359682,1/13/20 10:23,Para eso hay que desactivar a la derecha que se lleva puesto todo lo que se pueda progresar apenas agarra la manija. Y si te volvés y en 4 años votan a otro de esos que te mandan a lavar los platos? Porque no fue solo Macri.. viene de Martínez de hoz e incluso desde antes,,,None,,,,,
,,,,id_1231773995923656709,2/24/20 2:53,No seas asi Maxi...,,,None,,,,,
,,,,id_1225740959180378112,2/7/20 11:19,En la Argentina hay presos políticos.,,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1225016654771511296,2/5/20 11:21,"Para vos tbn hay q acomodaste a esa escort inútil,   HIJO DE RE MIL PUTAS, CHORRO NARCO SIN DIGNIDAD, PERRO ARRASTRADO.  Peroncho sucio","inutil, hijo de re mil putas, chorro, narco sin dignidad, perro arrastrado, peroncho sucio",,Hostility,No,No,No,,
d_castrooficial,D,F,Frente de Todos,id_1214158076485554176,1/6/20 12:13,Con profesionalismo y patriotismo trabajamos para defender los intereses nacionales y poner a la Argentina de pie.   Reunión de trabajo con  en el   #ArgentinaUnida,,,None,,,,,
,,,,id_1225080850062233600,2/5/20 15:36,"El partido Nazi, antes de matar millones, antes de apoderarse de tierras, empezó así, igualito que las feministas radicales y extremistas de ahora. Muy ideológico. Ya en el poder, al Fuhrer no se le podía discutir sus decisiones. Muy parecido a la feminazi promedio.",,plural,Hostility,No,No,Yes,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1228921311596023810,2/16/20 5:57,Posta del ñoca come carne por popa?,,,Hostility,No,No,No,,
gabicerru,D,F,Frente de Todos,id_1215595136350068736,1/10/20 11:23,Yo creía que la ignorancia pertenecía a juntos por el atraso BN si Mau y Marcos creían que los libros muerden,,,Hostility,No,No,No,,
MartinLlaryora,D,M,Federal,id_1237505854863073280,3/10/20 22:29,Pinta que por ahí algún abogado podría recibir todos las demandas y armar una colectiva en contra de los que se quedaron con el dinero de los usuarios.,,,None,,,,,
elisacarrio,D,F,Juntos por el Cambio,id_1221903057375637507,1/27/20 21:09,👏👏👏💪💪Gracias Dra. Una vez más.,,,None,,,,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1219460985305620480,1/21/20 3:25,No me extrañaría que sean mulos del Pollo Sobrero los que cortaron las vías.,,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1207899924404281344,12/20/19 5:45,"Empezó hablando del cuento de Pinocho y cerró con que le duele el corazón por las mentiras, por favor, que nivel político paupérrimo.",,,Hostility,,,,,
,,,,id_1206958815209558019,12/17/19 15:26,Soretita xq ni para sorete das!!!!,soretita,,Hostility,No,No,No,,
LaspinaL,D,M,Juntos por el Cambio,id_1208146320785063936,12/20/19 22:05,"Si no viajo por Aerolíneas, no aplica?",,,None,,,,,
omardemarchi,D,M,Juntos por el Cambio,id_1229093851597615105,2/16/20 17:23,El predio ferial de Luján de Cuyo fue el marco perfecto para esta vendimia 2020 de Luján de Cuyo... Veamos las fotos de la previa.  Mirá más en  sebastian_bragagnolo,,,None,,,,,
fvallejoss,D,F,Frente de Todos,id_1233151381458112515,2/27/20 22:06,#JuntosPorElPrivilegio,,,None,,,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1233169172802211840,2/27/20 23:16,das lástima negri que grande te quedan los cargos públicos que ocupas y ocupastes.,,,Hostility,No,No,No,,
gracielaocana,D,F,Juntos por el Cambio,id_1221177674196037640,1/25/20 21:07,"Decime, de Vicentin no hablas? De lo que hicieron en el banco, de la deuda? Hablemos de lo que importa, animales, cuando ustedes despilfarrararon la guita para borrar nuestra historia no dijiste nada? Cambiemos el gran robo nacional!",animales,,Hostility,No,No,No,,
LicDanielArroyo,D,M,Frente de Todos,id_1209050903237550081,12/23/19 9:59,"Concordia  la ciudad con más hambre?? de Argentina, fue la primera en recibir la tarjeta alimentaria, cuadras de cola para retirarla $5000 para alimentos  la venden a $4000 Será para gastar en chupi? No quiero ser mal pensada A mi me piden ser solidaria?  #AlbertoDictadura",,,Criticism,No,No,No,,
,,,,id_1237042364360921088,3/9/20 15:47,#Escobar  : “La educación pública y de calidad tiene que estar al alcance de los y las bonaerenses”,,,None,,,,,
MartinLlaryora,D,M,Federal,id_1236272486653755393,3/7/20 12:48,Con  inicio de Sesiones en #republicadesanvicente Aprobamos expropiación zona de calle Rancagua y Chingolo obra del  q beneficia a más d 1700 familias Nos reunimos con  presidente del #colegioabogadosdecordoba Visitamos #sociedadbelgrano,,,None,,,,,
,,,,id_1215344816877449216,1/9/20 18:49,También se habló de la promoción de la actividad en el territorio provincial y la iniciativa orientada a impulsar una tecnicatura tanto en gestión como en producción forestal.,,,None,,,,,
,,,,id_1216553929225441280,1/13/20 2:53,Que locura tiene  ! No era el moderado que venía a unir?,,,None,,,,,
,,,,id_1226665936855367680,2/10/20 0:35,"el frente renovador colaboro votando muchas cosas q le.permitio a macri gobernar ,no nos olvidemos,massa fue a davos,no sea q estan laburando para que ellos vuelvan por ser anti k,hay q darse cuenta q amontonar no es unir,no creo q  declaren de inocentes",,,None,,,,,
felipe_sola,D,M,Frente de Todos,id_1205165410775121922,12/12/19 16:39,Pppppppfffffff,,,None,,,,,
elisacarrio,D,F,Juntos por el Cambio,id_1235410799415267329,3/5/20 3:44,Alba Roballo.,,,None,,,,,
gabicerru,D,F,Frente de Todos,id_1215387237862576130,1/9/20 21:37,"Que hija de puta, inútil y retrasada que sos, vieja chorra, no sos mas que eso, nos qieres pobres","hija de puta, inutil, retrasada, vieja chorra",,Hostility,No,No,No,,
,,,,id_1232289768521830402,2/25/20 13:02,Felicito a #Esquel y a toda su población en el aniversario de su fundación. #AniversarioEsquel #Chubut,,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1224009351326846979,2/2/20 16:39,Entre cosas importantes que pasan en Argentina quiero destacar que  casi se cae de la silla en el Congreso el dia 29/01,,,None,,,,,
,,,,id_1229924670247514112,2/19/20 0:24,"Felicitaciones amiga, compañera. Con tu incorporación, hoy la banca pública es un poquito más humana, feminista y justa.",,,None,,,,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1233214148105904128,2/28/20 2:15,No van a decir nada de la represión a los trabajadores de cresta roja???,,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1237861013015261195,3/11/20 22:00,Jaaaaaa!!!! Me encanta cuando caen en sus propias trampas 😂😂😂,,,None,,,,,
,,,,id_1210801702783184897,12/28/19 5:56,"Vendrían ser ...."" los piqueteros ???"" ...los del comunicado,  digo.....",,,None,,,,,
fvallejoss,D,F,Frente de Todos,id_1222165075873521664,1/28/20 14:30,Necesitamos volver a recrear un país donde el sistema financiero vuelva a cumplir su rol y el Estado Nacional pueda elaborar un presupuesto que priorice el desarrollo de todas y todos los argentinos,,,None,,,,,
silviaEdePerez,S,F,Juntos por el Cambio,id_1233605594906529793,2/29/20 4:11,pic.twitter.com/dnHwyF1QDG,,,None,,,,,
luispetri,D,M,Juntos por el Cambio,id_1234973131829178369,3/3/20 22:45,Que vas a solicitar mamerto,mamerto,,Hostility,No,No,No,,
FerIglesias,D,M,Juntos por el Cambio,id_1237380525393956865,3/10/20 14:11,Un comentario jugadisimo...  Ya que estamos en el tema ¿con qué bebida lo reemplazamos  Café o Té?,,,None,,,,,
luanavolnovich,D,F,Frente de Todos,id_1222219427929903112,1/28/20 18:06,"cuando les pregunte el porqué sólo daban 15 números, sólo los martes me dijeron que lo hacían por la falta de gente para atender. Conté 15 box, sólo 2 había ocupados. Como deseo colaborar y Macri ya fue, espero que esta deshaprención por el Asociado termine.✌",,,None,,,,,
,,,,id_1204137388118888448,12/9/19 20:34,"En el mismo sentido, también lo hicimos mediante nota ante el  , organismo encargado de aplicar y materializar lo que dispone el contenido del instrumento.",,,None,,,,,
RossiAgustinOk,D,M,Frente de Todos,id_1215603480158724101,1/10/20 11:57,"Es lo que se estaba haciendo antes pesaba que ustedes boicotearon todo el tiempo. No se les cree nada, ustedes lo que quieren es quedarse con las comisiones.",,,Hostility,No,No,No,,
,,,,id_1210392387257810944,12/27/19 2:50,Habrá salido un kichilost? (Un petiso),,,Hostility,No,No,No,,
FerIglesias,D,M,Juntos por el Cambio,id_1212678975123808256,1/2/20 10:16,"Si, eso es lo peor!",,,None,,,,,
,,,,id_1227272577481089029,2/11/20 16:45,"Ah! Pero que generosos!!! Y si prueban con darles trabajo, un sueldo y que ellas se compren lo que quieran y les guste? Eso seria darle dignidad, lo demas: compra votos.",,plural,Hostility,No,No,No,,
juancabandie,D,M,Frente de Todos,id_1204368691959418880,12/10/19 11:54,Juan  solo decirte q tu función será vital y muy compleja  en este estado de desastre ambiental.. conta con nosotros  Peronistas  Patsgonicos,,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1217678394713878529,1/16/20 5:22,no justifiques nada. Vos sos uno de los cagadores igual que  que no es pobre.,cagadores,,Hostility,No,No,No,,
mirtatundis,D,F,Frente de Todos,id_1228699747063607301,2/15/20 15:17,algo q decir Sra?,,,None,,,,,
MarianaZuvic,D,F,Juntos por el Cambio,id_1235337614879854593,3/4/20 22:53,Pero cómo? Si hasta hace poco no volvíamos más? JAJAJAJ,,,None,,,,,
felipe_sola,D,M,Frente de Todos,id_1217445373205151744,1/15/20 13:56,Qué pasa con  que no tuitea..se la extraña,,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1208037410250117122,12/20/19 14:52,"me dió block en masa, el muy lelo!! 😡",lelo,,Hostility,No,No,No,,
felipe_sola,D,M,Frente de Todos,id_1204794474536296449,12/11/19 16:06,"Gran militante,enorme cuadro! Felicitaciones!",,,None,,,,,
,,,,id_1215970332890353664,1/11/20 12:14,Que se tome vacaciones que no para de hacer desastres.,,,Criticism,No,No,No,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1233605694579970049,2/29/20 4:11,"Zurdo con OSDE, dan vergüenza ajena!","zurdo con osde, dan verguenza ajena",,Hostility,No,No,No,,
,,,,id_1217235065484324864,1/15/20 0:00,"la ministra de inseguridad   de la nación planea hacer desaparecer a las fuerzas de seguridad y usted espera que le mande 3 mil gendarmes !!?? , eso que salieron a romper todo en malón en Rosario,  de que signó político cree usted que son !? #insegurida #santafe",,,Hostility,No,No,No,,
juancabandie,D,M,Frente de Todos,id_1208912164855173120,12/23/19 0:48,#La7722NoSeToca  Piedra libre para   (el ladri que pasea por París),ladri,,Hostility,No,No,No,,
,,,,id_1210759080995778562,12/28/19 3:07,"Dicen los legisladores que se congelaron las dietas x 6 meses que van a tener que canjear el triple de pasajes, y aumentar los asesores para compensar... Bueno, mentira, eso no lo van a admitir...",,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1211012966906318848,12/28/19 19:56,"Excelente decisión de la presidenta del   y del presidente de  ,  de congelar las dietas por 180 días. Es momento que todos hagamos un esfuerzo para poder sobrellevar esta crisis económica y social.",,,None,,,,,
LEBasterra,D,M,Frente de Todos,id_1235881191456288768,3/6/20 10:53,"Lease, burocracia para alguna vez recuperar una plata q tal vez nunca llegue por q se queda en em camino con los miles de empleados publicos q van a poner a controlar.",,plural,Criticism,No,No,No,,
,,,,id_1223414071900459009,2/1/20 1:13,Adelante compañeras logramos mucho pero falta un largo camino aún    unidas en la transversalidad. Hay razones y no partidos.,,,None,,,,,
,,,,id_1222519326072360960,1/29/20 13:58,Celebro que Presidente  incluya en temario Sesiones Extraordinarias designación Defensora y Defensores Adjuntos de los Derechos NNyA de conformidad con propuesta Comisión Bicameral,,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1233403791770148864,2/28/20 14:49,Basura! Cínico,"basura, cinico",,Hostility,No,No,No,,
estebanbullrich,S,M,Juntos por el Cambio,id_1206758013853478912,12/17/19 2:08,"Excelente comunicación ,senador. Hubiéramos querido que comunicaran con esta claridad y precisión durante toda la gestión que fue mucha y muy transparente. Aprendizaje para 2021 y 2023.  Cada día más alta la vara moral y de cordialidad que nos distingue del kirchnerismo.",,,None,No,No,No,,
gracielaocana,D,F,Juntos por el Cambio,id_1228293121840156674,2/14/20 12:21,denunciadora!!! Vas a terminar en kna..te suena d alessio?,denunciadora,,Hostility,Yes,No,No,,
,,,,id_1220419254115274752,1/23/20 18:53,Así comienza el daño a las fuerzas de seguridad .,,,None,,,,,
,,,,id_1223232295798280192,1/31/20 13:11,"#MultimediosNOVA l Que ""haiga"" acuerdo: vence el plazo para que la provincia logre un pacto con los tenedores del BP21.           #Acuerdo #Provincia #TenedoresDelBP21   Lea la nota completa",,,None,,,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1234129763796705282,3/1/20 14:53,Muy triste todo y MUCHA fuerza!!!! A no decaer en la lucha contra los corruptos!!!,,,None,,,,,
,,,,id_1232390914464768006,2/25/20 19:44,El 19/12/19 se mutilo del poder legislativo a través de la ley de emergencia y hoy buscan completar la tarea  #NoDenQuorum #ElClubDeLosGorilas,,,None,,,,,
elisacarrio,D,F,Juntos por el Cambio,id_1218701215019819008,1/19/20 1:06,"¿Lo echaron o no,  Mire que por acá  ahora lo relaciona con Irán...",,,None,,,,,
MarianaZuvic,D,F,Juntos por el Cambio,id_1207440463885717507,12/18/19 23:20,Los convocantes ... Y los pocos cambiemitas que fueron.,,,None,,,,,
ines_byd,S,F,Juntos por el Cambio,id_1204892076099411970,12/11/19 22:33,Para La Rioja se viene un futuro distinto que se construye de la mano de  y la Franja Morada.,,,None,,,,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1207762498683916290,12/19/19 20:39,Este enjendro no dió cuorum para la toma de la deuda????? (Estoy vieja),enjendro,,Hostility,No,No,No,,
marioraulnegri,D,M,Juntos por el Cambio,id_1233073058572840961,2/27/20 16:55,Sin-ver-güen-zas!! 😱👀,sin-ver-guen-zas,,Hostility,No,No,No,,
LaspinaL,D,M,Juntos por el Cambio,id_1233049507551678467,2/27/20 15:21,"No,así no",,,None,,,,,
LaspinaL,D,M,Juntos por el Cambio,id_1234475065141534720,3/2/20 13:46,Solo comentarte q x suerte se habla de legalizar no de despenalizar.,,,None,,,,,
LicDanielArroyo,D,M,Frente de Todos,id_1207357755524300802,12/18/19 17:51,"Alguien trabaja en ese Ministerio? 5 horas llamando x tel para hacer consulta y nadie atiende! Es urgente! Mi hijo tienen autismo y la obra social quiere darlo de baja xq dice que los pagos no los giran desde ahí, necesito hablar con alguien! Soy monotributista social",,,None,,,,,
MoreauLeopoldo,D,M,Frente de Todos,id_1220298936361111552,1/23/20 10:55,Feinmann quien más puede ser. Un miserable,miserable,Other individual,Hostility,No,No,No,,
silviaEdePerez,S,F,Juntos por el Cambio,id_1233532522098765825,2/28/20 23:20,Se se a dios hay que agradecerle,,,None,,,,,
RCSalvarezza,D,M,Frente de Todos,id_1223620091868327937,2/1/20 14:52,Ley de sistema CyC en Peru.,,,None,,,,,
gabicerru,D,F,Frente de Todos,id_1208108049321385990,12/20/19 19:32,Ojalá así sea basta de oprimir al pueblo !!!!!!saquensen ustedes un poco no se puede vivir mas así !!!!!,,,Criticism,No,No,No,,
Leonardo_Grosso,D,M,Frente de Todos,id_1231652503093157888,2/23/20 18:50,Cuantas hojas de este artículo más tienes para mostrar 🙄,,,None,,,,,
elisacarrio,D,F,Juntos por el Cambio,id_1227433743054516226,2/12/20 3:26,"Ñoqui impresentable,integrante del gobierno mas nefasto que haya conocido la democracia argentina.Mafiosos,bandidos,codiciosos al extremo,mentirosos,chabacanos,tilingos,crueles,siniestros,empobrecedores,oligarca,el “mejor equipo de los últimos 50 años”","mafiosos, bandidos, codiciosos, mentirosos, chabacanos, tilingos, crueles, siniestros, empobrecedores, oligarca",Other plural,Hostility,No,No,No,,
SergioMassa,D,M,Frente de Todos,id_1207670462546923521,12/19/19 14:34,"Ustedes los diputados están por cobrar de aguinaldo más de lo que cobra un jubilado en todo el año, se les cae la cara, garcas","se les cae la cara, garcas",plural,Hostility,No,No,No,,
FerIglesias,D,M,Juntos por el Cambio,id_1234824380947017734,3/3/20 12:54,Antropóloga social mamita 🤦🏿‍♂️,,,None,,,,,
,,,,id_1227910538602086400,2/13/20 11:01,Celeste y blanca ☀️🇦🇷,,,None,,,,,
elisacarrio,D,F,Juntos por el Cambio,id_1226993933235912705,2/10/20 22:18,sra lilita el hospital central desanfernando no tienen anestesia ni.insumos,,,None,,,,,
monicafrade2,D,F,Juntos por el Cambio,id_1217624262862950403,1/16/20 1:47,¿Cobrando a dos puntas?,,,None,,,,,
fsuarezlastra,D,M,Juntos por el Cambio,id_1206761604999733248,12/17/19 2:22,"Y quien tiene en cuenta tu opinion, otario si tu apallido es mala palabra para el pais, hacete humo.","otario, hacete humo",,Hostility,No,No,No,,
FerIglesias,D,M,Juntos por el Cambio,id_1219226844223983617,1/20/20 11:55,"Muy obvio, absolutista, mal educado, triste papel, una pena que lo hayan invitado!","absolutista, mal educado",,Hostility,No,No,No,,
MariaLujan_Rey,D,F,Juntos por el Cambio,id_1235527966844575744,3/5/20 11:29,Absoluta impunidad tienen estos delincuentes!,delincuentes,Other plural,Hostility,No,No,No,,
,,,,id_1235986695159525376,3/6/20 17:52,#MaidanaCarcelComun,,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1221171095103057921,1/25/20 20:40,"Seguro a difundir RT, RT",,,None,,,,,
,,,,id_1214379657203716097,1/7/20 2:54,Un abrazo compatriota✌️,,,None,,,,,
,,,,id_1237147406514487297,3/9/20 22:45,Axel se mostró con Massa en la inauguración de un Colegio Preuniversitario,,,None,,,,,
MarianaZuvic,D,F,Juntos por el Cambio,id_1224688713831264261,2/4/20 13:38,Los k celebran,,,None,,,,,
estebanbullrich,S,M,Juntos por el Cambio,id_1208220190221197312,12/21/19 2:58,"Gracias por tu exposición, siento lo mismo que vos, una gran tristeza. Te pido por favor que no digas sus caprichos, sabes mejor que nadie, que corresponde decir Presidente.",,,None,,,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1215654566408130560,1/10/20 15:20,Ni le importa los pobres lo único que le importa es limpiarse de delitos viejos aunque sea cometiendo nuevos,,,Hostility,No,No,No,,
,,,,id_1225074251348221953,2/5/20 15:10,""" QUIERO FELICITAR A   PORQUE ESTA CONBATIENDO A LAS MAFIAS DE SU PROVINCIA "" ...  que grande felicitando y reconociendo las medidas en cuanto a seguridad de nuestro gobernador",,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1231958761209810945,2/24/20 15:07,Los que apoyan mafiosos ese es el problema.,mafiosos,Other plural,Hostility,No,No,No,,
,,,,id_1233492074365964293,2/28/20 20:40,El abortismo está de festejo,,,None,,,,,
LicDanielArroyo,D,M,Frente de Todos,id_1225727833517035520,2/7/20 10:27,"Pvos también va el mensaje   O te pensás que tu tarjetita de clientelismo político moderno no va a tener consecuencias? Próximamentw le podrías sugerir que en lugar de sacar la tarjeta planera, aborten directanente, más barato no? #BuenViernes #NoAlAborto #8M2020",,,Hostility,Yes,No,No,,
,,,,id_1236456908246089729,3/8/20 1:01,Geeniaaa.!!!,,,None,,,,,
gabicerru,D,F,Frente de Todos,id_1219487726677958657,1/21/20 5:11,"pero los delincuentes nos estigmatizan a nosotros, los laburantes que nos exprimen, ellos nos señalan con un dedo y nos matan. Qué decis¡¡¡ Agrega eso..Sres delincuentes y los de guante blanco, no estigmaticen al que labura, al empresario exitoso, al exitoso, no estigmaticen....",,,Criticism,No,No,No,,
marioraulnegri,D,M,Juntos por el Cambio,id_1222722484170043392,1/30/20 3:25,"Mario, justamente en 2015 los votamos muchos para que se deje de financiar deficits insostenibles y terminar con la corrupcion. Hicieron TODO TODO TAN MAL, que ahora volvieron.",,,Criticism,No,No,No,,
CarlosMenem_LR,S,M,Frente de Todos,id_1235168883910356994,3/4/20 11:43,2 premios konex en 1998. pic.twitter.com/jcuuPnR9MF,,,None,,,,,
,,,,id_1231997772380999680,2/24/20 17:42,Busquen al mafioso de  también!,mafioso,,Hostility,No,No,No,,
pau_oliveto,D,F,Juntos por el Cambio,id_1225424405506985984,2/6/20 14:22,"deseo no le aumenten en 4 años ,tengan q revolver los tachos de basura y comer perros ,REHENES??? LOS MISMOS QUE VOTAN EN EL 90 % A LOS KIRCHNERISTAS Y PERONCHOS??? LOS QUE VUELVEN A ELEGIR A BARADEL ELECCION TRAS ELECCION??? LOS Q SE PLEGABAN A CADA PARO POLITICO? REHENES..???",,plural,Hostility,No,No,No,,
FilmusDaniel,D,M,Frente de Todos,id_1235776224368250880,3/6/20 3:56,esta gente siempre dando vueltas por el estado y hablando boludeces...  de no creer. mayoria ignorante la que vota. no hay salvacion,ignorante,,Hostility,No,No,No,,
SergioMassa,D,M,Frente de Todos,id_1208109168080674816,12/20/19 19:37,"Te, acordás  X un cargo vendiste a tus hijos o a tu mujer?",,,Hostility,No,No,No,,
,,,,id_1216841635939737601,1/13/20 21:57,Que denigrante es entregar la vida de futuras generaciones a cambio de $$$ del FMI. Si matan niños para  despoblar y gastar menos en asignaciones quiere decir q la economia esta lejos de resolverse,,,Hostility,No,No,No,,
elisacarrio,D,F,Juntos por el Cambio,id_1207994802006102016,12/20/19 12:02,marcando la diferencia de tratamiento entre mineria e hicdrocarburos y el campo. Pide 8% y 30% para la minería y los hidrocarburos¡¡,,,None,,,,,
wadodecorrido,D,M,Frente de Todos,id_1217072242053566464,1/14/20 13:13,Wado debe saber que nunca se atiende el 0800 del ministerio?,,,None,,,,,
fvallejoss,D,F,Frente de Todos,id_1214347961225895936,1/7/20 0:48,"La cuestión no dicha, mí estimado; es que ese dinero fue generado en suelo argentino, y seguramente, gracias a las leyes que el estado argentino dictó para su generación. Nadie se hace rico en suelo marciano. Averigüen como funciona ese tema,  en el tan admirado primer Mundo...",,,Criticism,No,No,No,,
luanavolnovich,D,F,Frente de Todos,id_1223388286204489735,1/31/20 23:31,"Luana falta personal en las agencias ,todo el país está igual,y muchas de ellas están en un estado lamentable,que desde central no tienen idea  verdad todos trabajamos px amamos el Pami",,,None,,,,,
fsuarezlastra,D,M,Juntos por el Cambio,id_1233031319405420544,2/27/20 14:09,"Pero si se la pasan diciendo q se tiene q bajar el gasto publico y coso, los liberales mas raros tenemos.. cuando los exportamos?? La mejor forma de colonizar el mundo, exportacion de cipayos ridiculos..",cipayos ridiculos,,Hostility,No,No,No,,
luanavolnovich,D,F,Frente de Todos,id_1218647704378793991,1/18/20 21:33,PelotudEEEEEE,pelotude,,Hostility,No,No,No,,
FerIglesias,D,M,Juntos por el Cambio,id_1226912490610712576,2/10/20 16:55,Es interesante porque dice convicción DE fe. Está mal transcripto.,,,None,,,,,
juancabandie,D,M,Frente de Todos,id_1209610996962205696,12/24/19 23:05,"ASI como el peronismo sumó como consignas a los feminismos, también tiene que sumar la preservación de los recursos. No se pueden lavar las manos de semejante manera.",,,None,,,,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1207851992871264256,12/20/19 2:35,Léete los últimos dos párrafos  y mira las condiciones para explotación de la mineria,,,None,,,,,
rodotailhade,D,M,Frente de Todos,id_1227432214956302337,2/12/20 3:20,"Es al cohete...!!! Tendrán que volver las cadenas nacionales momás, o mejorar la comunicación, menos tw y más pantalla.✌",,,None,,,,,
,,,,id_1232755053464870913,2/26/20 19:51,"Jornadas Solidarias Néstor Kirchner ✌️  ""Cuando hay una masa crítica que piensa, que elabora, que participa, también evita que aquellos que tenemos que ir a cumplir responsabilidades nos creamos más de lo que somos y nos olvidemos de dónde venimos y para qué venimos"".",,,None,,,,,
LicDanielArroyo,D,M,Frente de Todos,id_1222487259334742017,1/29/20 11:50,Ocupese y preocupese,,,None,,,,,
mirtatundis,D,F,Frente de Todos,id_1234837686613086208,3/3/20 13:47,Que cara de piedra tenes!!!,cara de piedra,,Hostility,No,No,No,,
cristianritondo,D,M,Juntos por el Cambio,id_1233078624254865410,2/27/20 17:17,"Entonces según ustedes Alberto asumió el 27 de Octubre de 2019, porque ganó las elecciones",,,None,,,,,
,,,,id_1215429595383595009,1/10/20 0:26,Gorila!!!!!!!!,gorila,,Hostility,No,No,No,,
omarperotti,S,M,Frente de Todos,id_1222689508891774976,1/30/20 1:14,Senador Castello y Ministra Frana reunidos con intendentes del Dpto La Capital -&gt; RT/SEGUIRNOS,,,None,,,,,
SergioMassa,D,M,Frente de Todos,id_1209621932347404290,12/24/19 23:48,Chupame un huevo panqueque! Ahh y feliz navidad,"chupame un huevo, panqueque",,Hostility,No,No,No,,
MaxicKirchner,D,M,Frente de Todos,id_1221387560678719488,1/26/20 11:01,"Fue un SAQUEO: planificado y ejecutado por una Banda Internacional de Estafadores, con una festiva mano de obra barata y con cerebros Colonizados por la Corporación Mediática. Durante los 4 años de Macri (h), se fugaron del País, U$U 88.341 millones. JUSTICIA Y CÁRCEL.",estafadores,Other plural,Hostility,No,No,No,,
gabicerru,D,F,Frente de Todos,id_1232838714763640832,2/27/20 1:23,La hermana del periodista deportivo 🤣,,,None,,,,,
alferdez,O,M,,id_1235002295882076161,3/4/20 0:41,Realmente no sabemos si el presidente  enviará al Congreso una Ley de Presupuesto  pic.twitter.com/q3I3o0PA9F,,,None,,,,,
,,,,id_1233358831381512192,2/28/20 11:50,Cada dia más pelotuda esa mina.....,pelotuda,,Hostility,No,No,No,,
,,,,id_1208261651373445120,12/21/19 5:43,😂 😂 😂 Buena Sergio!!!,,,None,,,,,
FerIglesias,D,M,Juntos por el Cambio,id_1229380707849560067,2/17/20 12:22,Ayuda 🙏 #SinAgua,,,None,,,,,
felipe_sola,D,M,Frente de Todos,id_1217470441062903809,1/15/20 15:35,No quedar del otro lado del muro.,,,None,,,,,
