directed_at_screen_name,directed_at_congress,directed_at_gender,directed_at_interbloque,id_str,datetime,text,Slurs,Target,Main category,Threat,Sexually Explicit,Misoginy
,,,,id_1220381759730307072,1/23/20 16:24,"No creo que la paz se produzca sólo por la visita de  los funcionarios que eligió el pueblo argentino democráticamente, pero lo mío fue una expresión de deseo ya que considero a cualquier guerra un genocidio en sí misma. Perdón si no me expliqué. Beso.",,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1212127347815714823,12/31/19 21:44,habrá pensado que era Macri. La misma cara de OGT puso,cara de ogt,other individual,Hostility,No,No,No
alferdez,O,M,,id_1212877394559873024,1/2/20 23:24,Desprecio por la verdad y la justicia reflejan las declaraciones del Pte  que son una afrenta a su familia. La muerte de Nisman es un crimen de Estado que enluta la República y afecta el rendimiento de nuestra democracia. No puede quedar impune.,,,Criticism,No,No,No
mirtatundis,D,F,Frente de Todos,id_1228700020788072448,2/15/20 15:18,Cínica despreciable. Se acomodó y acomodó a su flia y perdió (si es que alguna vez la tuvo) toda dignidad.,"cinica, despreciable",,Hostility,No,No,No
elisacarrio,D,F,Juntos por el Cambio,id_1230159966780231682,2/19/20 15:59,Ey Patricia que uds los kukas ladrones hayan vuelto no los exime de ser lacras sociales. No te confundas.,"kukas, ladrones, lacras",Plural,Hostility,No,No,No
omarperotti,S,M,Frente de Todos,id_1230845599169368065,2/21/20 13:23,"Hola Franco. Como estás? Los 4 proyectos de diferentes bloques (PRO - PJ - PS - FSP) que se han ido presentando entre 2015 y 2019 en la legislatura ya tienen desde antes que uds asuman, un dictamen positivo para que salgan de diputados. No inventaron nada. Saludos!",,,None,,,
joseluisgioja,D,M,Frente de Todos,id_1223232057205313540,1/31/20 13:10,🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷👏👏👏💙💛👨‍🎨,,,None,,,
MarianaZuvic,D,F,Juntos por el Cambio,id_1205858010146451457,12/14/19 14:32,"¿Lázaro el socio de Calcaterra es decir 👉Macri? . Ahora si q se les vino la noche ché, el próximo q sale es Báez y a partir de ahí, toda la banda de chorros ineptos macristas junto con el lavador, corrupto y garca...!!!En cana!!!","chorros, ineptos, lavador, corrupto, garca",Other plural,Hostility,No,No,No
,,,,id_1205891601790390272,12/14/19 16:45,"El productor ya sabia que esto iba a pasar, la inversión seguramente ya no fue la misma que en la temporada anterior. Solo no sabía cuanto, pero sabía... No hay confianza para destruir con este gobierno, pues no existió nunca...",,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1207791134375849989,12/19/19 22:33,Se C°GARON EN LA ARGENTINA,,,Hostility,No,No,No
gabicerru,D,F,Frente de Todos,id_1217196427635560454,1/14/20 21:26,Asesorate CABEZA DE TERMO!!!!  Igual te entiendo la gente q te siga es igual o MÁS BRUTA q vos !!,"cabeza de termo, bruta",,Hostility,No,No,No
vikidonda,D,F,Frente de Todos,id_1208194258680852481,12/21/19 1:15,Asquerosa inmunda... 16 hs de guardia hice y queres que la reparta con gente que probablemente se tomo 4 litros de birra. Porque no t vas a cagar,"asquerosa inmunda, te vas a cagar",,Hostility,No,No,No
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1234369701536583681,3/2/20 6:47,Separación de la izquierda y del estado mejor.,,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1234894882696761344,3/3/20 17:34,Un grande!!! No sé cómo si hijo puede participar de este gobierno.,,,None,,,
felipe_sola,D,M,Frente de Todos,id_1214616424490119168,1/7/20 18:34,¿Dónde? no lo lei...,,,None,,,
,,,,id_1211335459961495553,12/29/19 17:17,Que la pagamos todos por igual ...zona oeste del partido es zona olvidada....,,,None,,,
pau_oliveto,D,F,Juntos por el Cambio,id_1214060114623238146,1/6/20 5:44,"Pau mira como comentan tus posteos, en verdad todos te quieren, en especial un tal Dalessio.",,,None,,,
CarolinaMoises,D,F,Frente de Todos,id_1208119849702117381,12/20/19 20:19,Excelente !!!,,,None,,,
vikidonda,D,F,Frente de Todos,id_1205720544462737409,12/14/19 5:25,"Mi Paulita de Savina?? podes hacerme 1 favor? GRACIAS.. Bueno deja de pelear, no hagas quilombos, aunemos fuerzas y busquemos el objetivo de ejecución... tqm nivel hermano. grabalo y no abuses...",,,None,,,
RominaDelPla,D,F,Frente de Izquierda y de los Trabajadores,id_1233514849482743808,2/28/20 22:10,La conclusión política de    Mirá el video completo:    pic.twitter.com/RqG1P0SkAQ,,,None,,,
,,,,id_1205973628262789120,12/14/19 22:11,"Porque no le consiguen novio mejor? Es puñal, tragasables, acá en Bolivia le decían bella flor, creo que entre catalano y grabois, harían una bella familia plurisexual, libre, hasta podrían adoptar a Morales también, que quedó sin quien le amarre los zapatos #Pititas",tragasables,other individual,Hostility,No,No,No
wadodecorrido,D,M,Frente de Todos,id_1235325815103066112,3/4/20 22:06,MEJOR NO PENSARLO,,,None,,,
fsuarezlastra,D,M,Juntos por el Cambio,id_1233951627960373254,3/1/20 3:06,En política no hay ingenuos. A papá mono con bananas verdes no.,,,None,,,
,,,,id_1231313069940322306,2/22/20 20:21,Tenían enquistados estos personajes. .. el pro que laburaron para que los peronchos vuelvan,peronchos,Other plural,Hostility,No,No,No
luispetri,D,M,Juntos por el Cambio,id_1234998149770436609,3/4/20 0:24,Más cínico y caradura no se consigue,"cinico, caradura",,Hostility,No,No,No
JimehLatorre,D,F,Juntos por el Cambio,id_1228416295340855296,2/14/20 20:30,buenas tarde y que puntos repasaron de la ley  de vinos,,,None,,,
SergioMassa,D,M,Frente de Todos,id_1208135414478970881,12/20/19 21:21,Che Massa por qué no te vas a la m......... Pedazo de forro,"por que no te vas a la m, pedazo de forro",,Hostility,No,No,No
,,,,id_1221451258566934528,1/26/20 15:14,"La teoría de los dos demonios se usa también con el #sionismo, para legitimar una ocupación ilegal...",,,None,,,
MoreauLeopoldo,D,M,Frente de Todos,id_1211614162398437381,12/30/19 11:45,"Como a esa edad puede decir tamaña estupidez. A los actores que mencionaste les interesaba mas la causa, ¿porque matarían al hombre que la podría conducir? Ya a los iraníes y a CFK les servía matarlo y lo ejecutó el servicio secreto Iraní y los K zapatearon la escena del crimen.",,,Hostility,No,No,No
HugoYasky,D,M,Frente de Todos,id_1207003057571221505,12/17/19 18:22,"y los sindicalistas ni te cuento, para festejar armaron una cagada a piñas habitual....",,,Criticism,No,No,No
,,,,id_1217138529098174464,1/14/20 17:36,"Son incompetentes  y   Ya no tienen 13 muertos, ahora tienen 16 en 14 días. Uds son los principales responsables junto con los pseudo progres zurdos y garantistas de  y   Solo protegen a delincuentes, narcotraficantes y asesinos!",incompetentes,Plural,Hostility,No,No,No
gmontenegro_ok,D,M,Juntos por el Cambio,id_1217767949995532288,1/16/20 11:17,En mdp votaron JxC a  O estoy equivocada?,,,None,,,
,,,,id_1230504413476925440,2/20/20 14:48,Vos sos una psicópata caprichosa inhumana insensible q no se como haces para criar a tu bb teniendo la mentalidad de sacartelo de encima . seguramente te lo vas a olvidar en algún auto en pleno verano .. Alguien ya q te lo saque xq con tu mentalidad tarde o temprano lo vas hacer,"psicópatas, caprichosa, inhumana, insensible",,Hostility,No,No,No
,,,,id_1216940888070479874,1/14/20 4:31,"Entendieron mal, la que estaba tomada, era doña Taty.",,,None,,,
,,,,id_1211741779877335040,12/30/19 20:12,Emergencia Nacional Solución para los  #EmergenciaUVA basta de Indexación protejan los hogares NO la ganancia !,,,Criticism,No,No,No
MoreauLeopoldo,D,M,Frente de Todos,id_1218962244312223747,1/19/20 18:23,Que ser mas nefasto,nefasto,other individual,Hostility,No,No,No
MoreauLeopoldo,D,M,Frente de Todos,id_1210583584806973447,12/27/19 15:29,"La verdad que no se trata de venganza, solo de que haya justicia, la cabeza de todo ésto hechos sucesivos es la Bullrich, Nocetti y también mas de algunos Gendarmes, porque ellos tiraron a matar, pero ¿por orden de Bullrich u de otro superior ?",,,Criticism,No,No,No
marioraulnegri,D,M,Juntos por el Cambio,id_1207127855144062976,12/18/19 2:38,No van a ir a debatir la emergencia económica q ustedes mismos generaron? Qué manga de soretes!,manga de soretes,Plural,Hostility,No,No,No
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1207764570791710725,12/19/19 20:48,"Del caño defendiendo el capitalismo y la propiedad privada, te vamos a afiliar al pl en cualquier momento",,,None,,,
,,,,id_1207004026732208128,12/17/19 18:25,"No para todos,cobras 0,05 centavos no te toca!! hipócritas y las jubilaciones de privilegio seguirán subiendo,hay jubilados de primera y los kelper jubilados sostenemos a los q nunca aportaron!!",hipocritas,Plural,Hostility,No,No,No
,,,,id_1206724594595483649,12/16/19 23:55,Che  porque no pones de ministro de justicia a Firmenich como por ahi quiere verbitsky para pacificar el pais. Sacate a la loca de encima salame o te lleva puesto. Reabri el borda y mandala a ahi.,"loca, salame",,Hostility,No,No,No
marioraulnegri,D,M,Juntos por el Cambio,id_1207627490077945856,12/19/19 11:43,"A los correligionarios de este gran señor, no los deberían convocar más a ninguna coalición, ya demostraron que son peronistas encubiertos, el único gob radicar q no nos traicionó, fiel el de Illia, xq hasta Alfonsin, se bajó ante el peronismo y ahora siguen los otros",,,None,,,
,,,,id_1236495548133314561,3/8/20 3:34,Que bueno que hice el recorrido por la Casa Rosada antes de que llegaran estos impresentables a arruinarla,impresentables,Other plural,Hostility,No,No,No
M_Campagnoli,D,F,Juntos por el Cambio,id_1228718073772945408,2/15/20 16:29,Son para todos. Escucha la conferencia de prensa.,,,None,,,
SergioMassa,D,M,Frente de Todos,id_1212091169611689984,12/31/19 19:20,"Que cinismo, sos una lacra vos y tu mujer si comprendieras te irías a trabajar al privado y dejarías de robarle al estado tu. Mujer no está apta para ese trabajo y vos sos un ventajero","lacra, ventajero",,Hostility,No,No,No
gracielaocana,D,F,Juntos por el Cambio,id_1232892994556190721,2/27/20 4:59,No alerten hagan algo !!,,,None,,,
pau_oliveto,D,F,Juntos por el Cambio,id_1230087168502177792,2/19/20 11:10,"Tranquila Pau! La impunidad no se va a consagrar. Pronto vas a tener que asistir a llamados de triibunales! Uh,olvidaba tu imputacion en la causa que tramita en Dolores,donde ya una parte paso a instancia oral! Saludos a tu amigo D'Alessio! #24MChauCorte",,,None,,,
SergioMassa,D,M,Frente de Todos,id_1221380627703959553,1/26/20 10:33,"¿Y el hambre? ¿Y las prioridades,   ? ¿Tienen algún plan? Porque lo de los billetes parece un chiste. Y orgullo se siente cuando se baja la mortalidad infantil, cómo hizo  en la provincia.  #kirchnerismo #GobiernoDeTodos  #AlbertoFernandez",,,Criticism,No,No,No
gracielaocana,D,F,Juntos por el Cambio,id_1235208340512395264,3/4/20 14:19,Es verdad esto  desde diciembre que no pagan terapias x discapacidad   …,,,None,,,
mariuvidal,O,F,,id_1234658817264078848,3/3/20 1:56,"Porque había que ocuparse de lo urgente renovamos las guardias de todos los hospitales provinciales. Cuidar a los bonaerenses fue tu prioridad  y las obras están ahí, son hechos no relatos.  pic.twitter.com/hI0SLFqOrP",,,None,,,
pau_oliveto,D,F,Juntos por el Cambio,id_1222161629560950784,1/28/20 14:16,Ustedes tomarme la deuda y resulta que los irresponsables son los que la negocian ?  Hormiguita te vas a esguinzar dando explicaciones.,,,Criticism,No,No,No
vikidonda,D,F,Frente de Todos,id_1218870801887367169,1/19/20 12:20,La defensora de chorros!  Mira vos! !!,,other individual,Hostility,No,No,No
,,,,id_1235243641653915648,3/4/20 16:40,"La tasa de mortalidad del sarampión es baja, sobre todo en niños bien nutridos. Pero aumenta en sectores de bajos recursos, la vacunación es indispensable para que estos sectores no tengan mortalidad. Si suspendes la vacunación, estás favoreciendo la mortalidad en estos sectores.",,,None,,,
gabicerru,D,F,Frente de Todos,id_1215410241451581441,1/9/20 23:09,Ese incendio es un poroto al lado del peronismo.,,,Hostility,No,No,No
,,,,id_1230679566445883397,2/21/20 2:24,Qué ilusión da verlos juntos!!! Defiendan ese país espectacular que amo!!!!!!,,,None,,,
,,,,id_1233355300708716545,2/28/20 11:36,Tundis dando un ejemplo de hipocresia Gracias por hacerlo tan obvio asi entientienden los descerebrados que tdv apoyan al peronismo,descerebrados,Other plural,Hostility,No,No,No
MoreauLeopoldo,D,M,Frente de Todos,id_1211390041634885633,12/29/19 20:54,a una mediopelo que no sabe hacer la O con un vaso? interesante (?),,,None,,,
,,,,id_1217205151347462147,1/14/20 22:01,La Cosa  Nostra 💩🐀💩🐀💩🐀 son mafia,,,Hostility,,,
gabicerru,D,F,Frente de Todos,id_1226733060424597506,2/10/20 5:02,Es verdad por suerte el tranza es cercano(? 😂😂😂,,,None,,,
elisacarrio,D,F,Juntos por el Cambio,id_1210203185660473350,12/26/19 14:18,"Feliz Cumple Lilita!  Saber que estás con nosotros, apoyando esta gesta es lo que me da ánimo!!!",,,None,,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1233546142174138369,2/29/20 0:14,Se murio Alberto Olmedo pero quedaste vos,,,Hostility,No,No,No
,,,,id_1235388973180219397,3/5/20 2:17,Van a matar mas argentinos con tantas subas que el coronavirus dengue y cuanta plagas tire el capitalismo de usa,,other individual,Hostility,,,
MoreauLeopoldo,D,M,Frente de Todos,id_1218989578650034183,1/19/20 20:12,No LARVA INMUNDA .. CADA VEZ SOMOS MAS.. AUNQUE TE DUELA EL ORT.. SABERLO . BASURAAAAAAAAAAAAA  OJALA NUNCA LE PASE A NADIE DE TU FLIA.. BASTARDO,"larva inmunda, te duela el ort, basura, bastardo",,Hostility,No,Yes,No
MarianaZuvic,D,F,Juntos por el Cambio,id_1205247433833373700,12/12/19 22:05,No sabes de lo q hablo pa' q te metes,,,None,,,
,,,,id_1207886763529850880,12/20/19 4:53,"Pero quienes elejin a estos mercantilista que se vende por 2 pesos, esto son tipo  que no tienen valores, ni eticas, son lo llamados animales del poder, no tiene dignidad,son animales, simplemente esos, carroñas!!",carro�as,Other plural,Hostility,No,No,No
SergioMassa,D,M,Frente de Todos,id_1217920644328894473,1/16/20 21:24,#ChetosChorrosPro  #ClarinYLaNacionMienten #ElMuertoEsDeVidal #VidalQuebroBA,,other individual,Hostility,No,No,No
LaspinaL,D,M,Juntos por el Cambio,id_1233305202222075904,2/28/20 8:17,"Es un retiro voluntario? No entiendo, se vota otra cosa.",,,None,,,
,,,,id_1219340585364066305,1/20/20 19:27,La necesito.,,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1207680737656356869,12/19/19 15:15,No aflojes Mario por favor !!!  Defendemos !!💪💪,,,None,,,
vikidonda,D,F,Frente de Todos,id_1209787147995287552,12/25/19 10:45,Con ustedes en el poder?,,,None,,,
wadodecorrido,D,M,Frente de Todos,id_1218136949564870657,1/17/20 11:44,Ayer estuvimos en dos barrios de la ciudad del MGP con dos realidades educativas y sociales distintas. Barrio Parque Independencia y Barrio 9 de Julio,,,None,,,
,,,,id_1220060158665150469,1/22/20 19:06,#ArgentinaSinRumbo,,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1217565691123027971,1/15/20 21:54,Poder independiente!,,,None,,,
gabicerru,D,F,Frente de Todos,id_1219338376710623232,1/20/20 19:18,afx BBC,,,None,,,
fangelini,D,M,Juntos por el Cambio,id_1212427635424473091,1/1/20 17:37,GRACIAS Y LO MISMO PARA UD Y LOS SUYOS!!,,,None,,,
,,,,id_1222997792077045760,1/30/20 21:39,Felicitaciones compañero Carlos Gallo! Estoy segura con tu talento y capacidad al frente de la Regional Cuyo vas a hacer un gran aporte para poner #ArgentinaDePie,,,None,,,
,,,,id_1233144293738586112,2/27/20 21:38,EL PUEBLO DEBE SALIR A LA CALLE.. A ..PERDON ..CIERTO QUE SOMOS MANSOS CORDEROS ...,,Other plural,Hostility,No,No,No
,,,,id_1235225784102596617,3/4/20 15:29,Estuvieron 12 años en el poder... Igual se les gano. Ahora depende de los legisladores (diputados y senadores) ellos tienen la palabra... Hasta que la dirigencia despues de un tiempo prudencial para que se puedan ver resultados de su gestion pueda salir a plantear diferencias...,,,None,,,
gracielaocana,D,F,Juntos por el Cambio,id_1220513449920401409,1/24/20 1:07,Caradura ya vas a tener q dar explicaciones por los aportantes truchos,caradura,,Hostility,No,No,No
LicDanielArroyo,D,M,Frente de Todos,id_1215030423727808515,1/8/20 22:00,Exitosa abogada que tenía un terrenito con el difunto marido para hacerse una humilde casita. Es una contradicción viviente.,,other individual,Criticism,No,No,No
,,,,id_1222444731864637441,1/29/20 9:01,"Para evitar tanta controversia, se llama a elecciones partidarias y abiertas y de ahí saldrá el líder y el sr Cornejo tendrá q aceptar la decisión. Fácil.",,,None,,,
ReutemannC,S,M,Juntos por el Cambio,id_1208409962428407812,12/21/19 15:32,"Me aclara  que votó en contra de las retenciones, artículo 5 de a Ley de emergencia económica",,,None,,,
pau_oliveto,D,F,Juntos por el Cambio,id_1208858795989983238,12/22/19 21:16,La verdad debería callarse la boca y no escribir más nada nos liquidaron Uds ese gobierno nefasto de MM y UD cómplice con su amiga,nefasto,,Hostility,No,No,No
vikidonda,D,F,Frente de Todos,id_1217233283613908993,1/14/20 23:53,*hija,,,None,,,
,,,,id_1210683245068722178,12/27/19 22:05,"caprichosos malcriados se ""victimizan""cuando las cosas no son como quieren","caprichosos, malcriados",Plural,Hostility,No,No,No
gabicerru,D,F,Frente de Todos,id_1228008077582098434,2/13/20 17:28,"Bueh. Que hablas de chetos, manga de idiota; donde vivís vos? Además de como te comportas sos peor que una cheta, conocedora de guita en vieja.   🙄  Inútiles","chetos, idiota, cheta, inutiles",,Hostility,No,No,No
,,,,id_1225885930831142912,2/7/20 20:55,"Con la Antropóloga y el Kirchnerismo, lo único que va a quedar de mi amada Argentina, son las ruinas!! Y vos panqueque! Sos cómplice.","panqueque, complice",,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1223013292005826561,1/30/20 22:41,Hola... le podrás pedir a feriglesias que me desbloquee ... Me ha bloqueado por error... Soy gente amiga... gcs,,,None,,,
dariomartinezpj,D,M,Frente de Todos,id_1207793444824985601,12/19/19 22:42,Quién dijo está boludez Luis? Hay cada mamerto declarando!!!!!,mamerto,other individual,Hostility,No,No,No
elisacarrio,D,F,Juntos por el Cambio,id_1205492501681000449,12/13/19 14:19,LILITA! VOLVE!!!!!!! Te extrañamos!  Tu voz es imprescindible con ellos en el poder.  🕊🇦🇷,,,None,,,
rodotailhade,D,M,Frente de Todos,id_1233592526671634432,2/29/20 3:19,"Rodolfo en los medios está mucho más cauto y tranquilo, eso le suma puntos y lo agranda. Un gladiador",,,None,,,
gmontenegro_ok,D,M,Juntos por el Cambio,id_1210259914423230466,12/26/19 18:03,"Todo este quilombo es x el desastre q dejo el gobierno que vos militas. Ejemplo sería q pidan perdón x tanta ineptitud, q paguen ellos la descomunal deuda q contrajeron, y que traigan La guita q fugaron...",,,Hostility,No,No,No
vikidonda,D,F,Frente de Todos,id_1218564494374449153,1/18/20 16:03,Eran twiteros.,,,None,,,
MoreauLeopoldo,D,M,Frente de Todos,id_1233010799851065344,2/27/20 12:47,Espero q el coronavirus se acuerde de pasarte a buscar a vos y tus cumpas,,,Hostility,Yes,No,No
,,,,id_1216046258844053504,1/11/20 17:16,"Sigo insistiendo en que Cristina le tendría que haber roto el orto de entrada al gordo y al gangoso maricón, CEO de Clarin. Macri nunca hubiese sido presidente, y hoy en día sería todo muy distinto.","gordo, gangoso, maricon",other individual,Hostility,No,Yes,No
mirtatundis,D,F,Frente de Todos,id_1234860020254363651,3/3/20 15:15,Chanta!!! Mentirosa!!! Cararrota!,"chanta, mentirosa, cararrota",,Hostility,No,No,No
gabicerru,D,F,Frente de Todos,id_1226716509793406976,2/10/20 3:56,"Kirchnerista, bah. Con esa sola palabra, resumías todo lo peor.",,,Hostility,No,No,No
,,,,id_1207293472652382214,12/18/19 13:36,"Ya no son más demócratas, republicanos, liberales, racionales y que se yo?",,,None,,,
bazzemiguel,D,M,Juntos por el Cambio,id_1219935068837249029,1/22/20 10:49,"📞 “Tuvimos una reunión con la mesa de enlace del campo y estuvimos analizando la preocupación que genera en el sector el aumento de impuestos”,  Diputado Nacional de la  por la Provincia de Buenos Aires.  #SalvemosKamchatka 🔗",,,None,,,
,,,,id_1228453617281183744,2/14/20 22:59,"Alberto vos dijiste, que cuando te equivocabas, te lo hiciéramos saber. Es lo que hago y no por mí aclaro. Pero los $1500, de aumento  para los jubilados, me parece  una falta de respeto a los que han trabajado toda la vida. Respetuosamente espero una contestación, compañero",,,Criticism,No,No,No
brendalisaustin,D,F,Juntos por el Cambio,id_1208007519857266688,12/20/19 12:53,Y es docentes la burra hdp. Pobres pibes con esta decente. Salgan de chicos,"burra, hdp",other individual,Hostility,No,No,No
,,,,id_1215672666419531776,1/10/20 16:32,Aplausos para Mauricio Macri y Lilita Carrio. por ganar el juicio en EEUU.,,,None,,,
,,,,id_1235002676863291393,3/4/20 0:42,Todo es perfecto 🙌❤🙌  sola faltaría que a vos te metan presa y  tenga un poquito de dignidad y renuncie,,,Hostility,Yes,No,No
luanavolnovich,D,F,Frente de Todos,id_1217205084792270854,1/14/20 22:01,Es un delito contra el pueblo argentino y los jubilados que hizo macri y su gavilla,,,Criticism,No,No,No
LicDanielArroyo,D,M,Frente de Todos,id_1223277440447008774,1/31/20 16:10,El ministro  hoy visito #LomasDeZamora durante la nueva jornada de entrega de #TarjetaAlimentAR Organizacion y asesoramiento en el uso de la tarjeta y en lo nutricional  #ArgentinaContraElHambre #EstadoPresente garantizando derechos,,,None,,,
ItaiHagman,D,M,Frente de Todos,id_1207363725591752705,12/18/19 18:15,"Bueno, pero sinceramente, cómo puede ser que un gobierno nacional y popular siga dando iguales beneficios a odiadores, vejetes pro genocidas, fanas de TN, Leuco, radio Mitre y que sor alta proporción de esos 2.3 millones","odiaores, vejetes",Other plural,Hostility,No,No,No
,,,,id_1204959601545773056,12/12/19 3:02,Ay  das pena,das pena,,Hostility,No,No,No
,,,,id_1216100364723814401,1/11/20 20:51,"bien la capacitación, así que funcionario con causa de violencia de genero , le decimos chau o nos fijamos..??",,,Criticism,No,No,No
larroqueandres,D,M,Frente de Todos,id_1235559924186468352,3/5/20 13:36,"Se estará hirviendo en el averno, hambriador y asesino serial!!!",hambriador,,Hostility,No,No,No
HugoYasky,D,M,Frente de Todos,id_1209832895122202624,12/25/19 13:46,Hugo gracias y feliz navidad  a ti y tu familia,,,None,,,
alferdez,O,M,,id_1237432504203739137,3/10/20 17:37,Hoy el presidente  presentó un listado de 170 medicamentos gratuitos para las y los afiliados del PAMI.   Las prioridades están claras desde el primer día de gobierno. Garantizar a nuestros jubilados y jubiladas el acceso a la salud es una de ellas.,,,None,,,
gabicerru,D,F,Frente de Todos,id_1232948894276952064,2/27/20 8:41,No querida .están frenando. El abayasamiento que quieren hacer ustedes con la justicia. Nos quieren  llevar a Cuba ay Venezuela  pero no lo van a lograr,,,Hostility,No,No,No
,,,,id_1225078064591273985,2/5/20 15:25,". :  nos tiene acostumbrados a actitudes irresponsables""",,,Criticism,No,No,No
gabicerru,D,F,Frente de Todos,id_1226558780005134337,2/9/20 17:29,"Me suena a ""Los argentinos somos derechos y humanos"", pero del otro lado del mostrador. Las dos caras de una moneda perversa.",,,Criticism,No,No,No
gmontenegro_ok,D,M,Juntos por el Cambio,id_1218251303249465344,1/17/20 19:18,"Encima dan òrdenes jajaja, usan el imperativo a diestra y siniestra 😂 TENÈS  que tal cosa / ANDÀ por tal otra jajaj què tristeza que hayamos perdido la educaciòn de èsta manera!",,other plural,Criticism,,,
gerpmartinez,D,M,Frente de Todos,id_1229597191536304128,2/18/20 2:43,"Como bien decís, gracias a ese apoyo estratégico y visionario de  hoy Argentina tiene una nueva herramienta para el control del dengue, de la brucelosis bovina, una empresa de biotecnología y RRHH altamente capacitados al servicio de la salud y la producción Arg.",,,None,,,
MoreauLeopoldo,D,M,Frente de Todos,id_1218898577398824961,1/19/20 14:10,Cuales son los motivos q tenes para no pensar en suicidio?,,,Hostility,Yes,No,No
luisnaidenoff,S,M,Juntos por el Cambio,id_1208481209455656960,12/21/19 20:15,Nec más  legisladores Que  se opongan a votar leyes sin conocimiento de lo que contienen y sus alcances que le cambia la vida a millones de Arg?Y viniendo de una banda de delincuentes Y la chorra haciéndose la que no entendía su pedido ? Asco,"delincuentes, chorra, asco",,Hostility,No,No,No
,,,,id_1228689756579651584,2/15/20 14:37,Tengo terror  q hagan fraude en las elecciones de aqui a la eternidad.,,,None,,,
luisnaidenoff,S,M,Juntos por el Cambio,id_1208336097408892928,12/21/19 10:39,"Luis gracias por su entrega todos estos años, al menos pudo decirle las verdades en su cara a esa ladrona. Pero lamentablemente a la mayoría de los argentinos no les importa nada..la palabra meritocracia no la conocen. Estos gobiernos populistas solo benefician a los mediocres",,Other plural,Hostility,No,No,No
SergioMassa,D,M,Frente de Todos,id_1207693034953027593,12/19/19 16:03,sergio cada vez mas impuestos para los laburantes y la clase media. Vos no eras el que ibas a sacar el impuesto a las ganancias?,,,None,,,
TotyFlores,D,M,Juntos por el Cambio,id_1225028507916476416,2/5/20 12:08,Un título como las tetas de Moria,,Other individual,Hostility,,y,y
MartinLlaryora,D,M,Federal,id_1222658398858158082,1/29/20 23:10,"Lo hemos hablado muchas veces Nico, pero me parece que hay mucho que hacer. Quedarse solo sentados no va a cambiar nada.",,,None,,,
CarolinaMoises,D,F,Frente de Todos,id_1231395026984415237,2/23/20 1:47,"Comprate  libro de historia..  Isabele peron, Menem y Duhalde el petiso asesinó de Maxi y Dario.. Endeudaron la Nación... También con la dictadura del 76 que ustedes apoyaron con la AAA",petiso asesino,other individual,Hostility,No,No,No
marioraulnegri,D,M,Juntos por el Cambio,id_1233075093951205382,2/27/20 17:03,Gracias  x defendernos hoy en la estafa q quisieron hacer hoy en la sesión. Uds. son ntra.voz. 👏👏👏💪,,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1232676005313118209,2/26/20 14:37,"Y, sí, les conviene 🤷‍♀️ Así nadie hablará 😡",,,None,,,
vikidonda,D,F,Frente de Todos,id_1217053538016288769,1/14/20 11:59,Decíselo a  que ella ama defender violadores y hasta ahora viene votando en contra de la prisión efectiva de esos zánganos.,zanganos,other individual,Hostility,No,No,No
estebanbullrich,S,M,Juntos por el Cambio,id_1204960131794063361,12/12/19 3:04,"Esteban la realidad la conocemos todos,Scioli dejó una provincia devastada y von una corrupción imparable, peto claro el nuevo gobernador se olvida de eso, la obras muestran lo q hizo la gestión de Vidal ...pasa q no les dejaron plata para empezar a robar de nuevo, x eso su enojo",,Other plural,Hostility,No,No,No
,,,,id_1235946997913399296,3/6/20 15:15,Hoy acompañe la reunión constitutiva del nuevo Consejo Directivo Nacional del  enmi rol de presidente de la Junta Electoral. Felicitaciones,,,None,,,
CrisAlvarezRod,D,F,Frente de Todos,id_1216112015334350852,1/11/20 21:37,"Y ya lo sé yo, estoy a favor de esas dos cosas, por eso soy liberal!!  Que otra libertad conocés? Sabés quién le prohibió el voto a los homosexuales en Argentina???😏",,,None,,,
,,,,id_1210705563673333761,12/27/19 23:34,Pocas te ganan a tan karadura...y envidiosa,"karadura, envidiosa",,Hostility,No,No,No
LicDanielArroyo,D,M,Frente de Todos,id_1213239298637664256,1/3/20 23:22,Fuimos capaces de colaborar con escuelas; jardines; espacios públicos #ArgentinaDePie      #ccctrabajando,,,None,,,
elisacarrio,D,F,Juntos por el Cambio,id_1234639266866761729,3/3/20 0:38,Por este medio le dejo mí más profundo deseo de que en algún momento de su vida pague el mal que causó con tanto odio infundado.,,,Hostility,Yes,No,No
pau_oliveto,D,F,Juntos por el Cambio,id_1208435118110588932,12/21/19 17:12,"Shhhhh señora no moleste más , la Argentina se puso de pie para saldar  todo el daño que ustedes le hicieron.",shhh,,Hostility,No,No,No
gabicerru,D,F,Frente de Todos,id_1215052915502612480,1/8/20 23:29,Igualdad...bancarse la respuesta. Me parece bien que hayas firmado.,,,None,,,
